,title,metacritic_score,metacritic_review_count,user_score,user_review_count,content_rating,developer,genres,release_date
0,Red Dead Redemption 2,97,33,7.7,2413.0,M,Rockstar Games,"['Action Adventure, Open-World']","Oct 26, 2018"
1,Metal Gear Solid V: The Phantom Pain,95,10,7.4,1111.0,M,"Kojima Productions, Moby Dick Studio","['Modern, Modern, Action Adventure, Open-World']","Sep 1, 2015"
2,The Witcher 3: Wild Hunt - Blood and Wine,94,6,8.7,408.0,M,CD Projekt Red Studio,"['Role-Playing, Action RPG']","May 31, 2016"
3,Resident Evil 2,93,27,8.6,804.0,M,Capcom R&D Division 1,"['Action Adventure, Survival']","Jan 25, 2019"
4,INSIDE,93,87,8.3,629.0,M,PLAYDEAD,"['Action, Platformer, 2D']","Jun 29, 2016"
5,Divinity: Original Sin II - Definitive Edition,92,12,7.8,122.0,M,Larian Studios Games,"['Role-Playing, Western-Style']","Aug 31, 2018"
6,What Remains of Edith Finch,92,12,7.7,166.0,T,Giant Sparrow,"['Adventure, 3D, First-Person']","Jul 19, 2017"
7,The Swapper,92,6,7.5,52.0,E10+,Facepalm Games,"['Action, Platformer, 2D']","Jun 5, 2015"
8,The Witcher 3: Wild Hunt,91,13,9.2,4585.0,M,CD Projekt Red Studio,"['Action RPG, Role-Playing, Action RPG']","May 19, 2015"
9,Rayman Legends,91,6,7.9,243.0,E10+,Ubisoft Montpellier,"['Platformer, 2D, Action, Platformer, 2D']","Feb 18, 2014"
10,Overwatch,91,18,5.9,886.0,T,Blizzard Entertainment,"['Action, Shooter, First-Person, Tactical']","May 23, 2016"
11,Sekiro: Shadows Die Twice,91,31,8.0,628.0,M,From Software,"['Action Adventure, General']","Mar 22, 2019"
12,Dead Cells,91,18,8.1,92.0,T,Motion Twin,"['Action, Platformer, 2D']","Aug 7, 2018"
13,Hollow Knight: Voidheart Edition,90,6,8.8,77.0,E10+,Team Cherry,"['Action Adventure, General']","Sep 25, 2018"
14,Monster Hunter: World - Iceborne,90,9,8.1,60.0,T,Capcom,"['Role-Playing, Action RPG']","Sep 6, 2019"
15,NieR: Automata - Become as Gods Edition,90,30,9.1,385.0,M,PlatinumGames,"['Role-Playing, Action RPG']","Jun 26, 2018"
16,The Witcher 3: Wild Hunt - Hearts of Stone,90,4,9.3,719.0,M,CD Projekt Red Studio,"['Role-Playing, Action RPG']","Oct 13, 2015"
17,Pinball FX3: Universal Classics Pinball,90,4,6.0,5.0,E10+,Zen Studios,"['Action, Pinball']","Sep 26, 2017"
18,Ori and the Will of the Wisps,90,71,8.8,954.0,E,Moon Studios,"['Action, Platformer, 2D']","Mar 11, 2020"
19,NBA 2K17,90,17,5.9,132.0,E,Visual Concepts,"['Sports, Team, Basketball, Sim']","Sep 16, 2016"
20,Call of Duty: Modern Warfare Remastered,89,6,6.0,133.0,M,Infinity Ward,"['Arcade, Action, Shooter, First-Person, Tactical']","Nov 4, 2016"
21,F1 2019,89,15,6.5,41.0,E,Codemasters,"['Racing, Simulation, Automobile']","Jun 25, 2019"
22,Stardew Valley,89,10,7.8,105.0,E10+,"Sickhead Games, LLC, Eric Barone","['Role-Playing, General']","Dec 14, 2016"
23,Injustice 2,89,23,8.1,223.0,T,NetherRealm Studios,"['Action, Fighting, 2D']","May 16, 2017"
24,Sonic Mania Plus,89,5,6.7,52.0,E,Sega,"['Action, Platformer, 2D']","Jul 17, 2018"
25,Fallout 4,88,39,6.5,1971.0,M,Bethesda Game Studios,"['General, Role-Playing, Western-Style']","Nov 10, 2015"
26,N++,88,7,5.6,19.0,E10+,Metanet Software Inc.,"['Action, Platformer, 2D']","Oct 4, 2017"
27,Divinity: Original Sin Enhanced Edition,88,7,7.7,135.0,M,Larian Studios Games,"['Role-Playing, Action RPG, Western-Style']","Oct 27, 2015"
28,Dishonored 2,88,25,7.3,252.0,M,Arkane Studios,"['Action Adventure, General']","Nov 10, 2016"
29,The Banner Saga 3,88,9,7.3,25.0,T,Stoic,"['Strategy, Turn-Based, Tactics']","Jul 26, 2018"
30,Minecraft: Xbox One Edition,88,14,6.7,308.0,E10+,"4J Studios, Mojang AB","['Action Adventure, Adventure, 3D, Sandbox, First-Person, Fantasy, Fantasy']","Nov 18, 2014"
31,Guacamelee! Super Turbo Championship Edition,88,7,7.0,193.0,E10+,DrinkBox Studios,"['Action, Platformer, 2D']","Jul 2, 2014"
32,Ori and the Blind Forest,88,73,8.6,888.0,E,Moon Studios,"['Action, Platformer, 2D']","Mar 11, 2015"
33,Apex Legends,88,10,6.5,223.0,T,Respawn Entertainment,"['Action, Shooter, First-Person, Tactical']","Feb 4, 2019"
34,Tales from the Borderlands: A Telltale Game Series,88,4,8.0,79.0,M,Telltale Games,"['Adventure, General']","Oct 20, 2015"
35,Hellblade: Senua's Sacrifice,88,18,7.4,335.0,M,Ninja Theory,"['Action Adventure, General']","Apr 11, 2018"
36,Devil May Cry 5,87,64,7.5,938.0,M,Capcom,"['Action Adventure, General']","Mar 8, 2019"
37,Middle-earth: Shadow of Mordor,87,12,7.9,689.0,M,Monolith Productions,"['Fantasy, Action Adventure, Fantasy, Open-World']","Sep 30, 2014"
38,Kingdom: New Lands,87,5,6.2,25.0,E10+,Noio,"['Strategy, General']","Aug 9, 2016"
39,Donut County,87,4,5.4,8.0,E,Ben Esposito,"['Action Adventure, General']","Dec 18, 2018"
40,Kentucky Route Zero: TV Edition,87,8,5.7,18.0,T,Cardboard Computer,"['Adventure, General']","Jan 28, 2020"
41,Pro Evolution Soccer 2017,87,12,5.9,99.0,E,Konami,"['Sports, Team, Soccer, Sim']","Sep 13, 2016"
42,Destiny 2,87,22,4.4,589.0,T,Bungie,"['Action, Shooter, First-Person, Arcade']","Sep 6, 2017"
43,Okami HD,87,14,8.2,65.0,T,Capcom,"['Action Adventure, General']","Dec 12, 2017"
44,For the King,87,4,7.3,8.0,T,IronOak Games,"['Role-Playing, Roguelike']","May 7, 2019"
45,DiRT Rally,86,17,7.9,83.0,E,Codemasters,"['Racing, Simulation, Automobile']","Apr 5, 2016"
46,Sid Meier's Civilization VI,86,12,7.5,23.0,E10+,Aspyr,"['Strategy, Turn-Based, 4X']","Nov 22, 2019"
47,Cuphead,86,72,8.3,801.0,E10+,Studio MDHR,"['Action, Platformer, 2D']","Sep 29, 2017"
48,Shovel Knight,86,10,7.6,64.0,E,Yacht Club Games,"['Action, Platformer, 2D']","Apr 21, 2015"
49,Pillars of Eternity: Complete Edition,86,11,7.5,34.0,M,"Obsidian Entertainment, Paradox Arctic","['Role-Playing, Western-Style']","Aug 29, 2017"
50,NBA 2K14,86,15,5.7,184.0,E,Visual Concepts,"['Sim, Sports, Traditional, Team, Basketball, Sim']","Nov 12, 2013"
51,DmC: Devil May Cry Definitive Edition,86,20,8.0,273.0,M,"Ninja Theory, QLOC","['Fantasy, Action Adventure, General, Linear']","Mar 10, 2015"
52,Sky Force Reloaded,86,10,7.2,15.0,E10+,Infinite Dreams Inc.,"[""Action, Shooter, Shoot-'Em-Up, Vertical""]","Dec 1, 2017"
53,Titanfall,86,68,6.7,2485.0,M,Respawn Entertainment,"['Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade']","Mar 11, 2014"
54,Diablo III: Ultimate Evil Edition,86,18,7.8,348.0,M,Blizzard Entertainment,"['Role-Playing, Action RPG']","Aug 19, 2014"
55,Resident Evil 7: biohazard,86,19,7.8,416.0,M,Capcom,"['Action Adventure, Survival']","Jan 24, 2017"
56,Killer Instinct: Definitive Edition,86,4,7.7,61.0,M,Microsoft Game Studios,"['Action, Fighting, 2D']","Sep 20, 2016"
57,Sayonara Wild Hearts,86,4,7.0,6.0,T,Simogo,"['Action, Rhythm, Music']","Feb 25, 2020"
58,Oddworld: Abe's Oddysee - New 'n' Tasty,86,6,7.9,30.0,T,Just Add Water,"['Action, Platformer, 2D']","Mar 27, 2015"
59,Tomb Raider: Definitive Edition,86,18,7.7,541.0,M,"Crystal Dynamics, United Front Games","['Modern, Action Adventure, General, Modern, Linear']","Jan 28, 2014"
60,Mortal Kombat 11,86,26,3.2,440.0,M,NetherRealm Studios,"['Action, Fighting, 2D']","Apr 23, 2019"
61,Rise of the Tomb Raider,86,102,8.0,1427.0,M,Crystal Dynamics,"['Fantasy, Action Adventure, General, Linear']","Nov 10, 2015"
62,DiRT 4,86,21,6.7,61.0,T,"Codemasters, Deep Silver","['Racing, Simulation, Automobile']","Jun 6, 2017"
63,Forza Motorsport 7,86,79,6.2,833.0,E,Turn 10,"['Racing, Simulation, Automobile']","Sep 29, 2017"
64,Dark Souls Remastered,86,9,7.0,104.0,M,From Software,"['Role-Playing, Action RPG']","May 25, 2018"
65,Stardust Galaxy Warriors: Stellar Climax,85,5,7.9,16.0,E,Dreamloop Games,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Sep 9, 2016"
66,Thronebreaker: The Witcher Tales,85,7,7.3,43.0,T,CD Projekt Red Studio,"['Role-Playing, Action RPG, Strategy, Turn-Based, Card Battle']","Dec 4, 2018"
67,Firewatch,85,9,4.7,94.0,M,Campo Santo,"['Adventure, 3D, First-Person']","Sep 21, 2016"
68,Killer Instinct Season 2,85,6,7.1,125.0,T,Iron Galaxy Studios,"['Action, Fighting, 2D']","Sep 23, 2014"
69,Call of Duty: Black Ops 4,85,19,4.0,358.0,M,Treyarch,"['Action, Shooter, First-Person, Tactical']","Oct 12, 2018"
70,Batman: Arkham Knight,85,16,6.9,816.0,M,Rocksteady Studios,"['General, Fantasy, Action Adventure, Open-World']","Jun 23, 2015"
71,Assassin's Creed Origins,85,42,7.5,634.0,M,"Ubisoft, Ubisoft Montreal","['Action Adventure, Open-World']","Oct 27, 2017"
72,Dragon Age: Inquisition,85,28,7.0,804.0,M,BioWare,"['General, Role-Playing, General, Action RPG, Western-Style']","Nov 18, 2014"
73,Axiom Verge,85,4,7.7,9.0,E10+,Tom Happ,"['Action Adventure, General']","Sep 30, 2016"
74,Dark Souls III: The Ringed City,85,5,8.2,46.0,M,From Software,"['Role-Playing, Action RPG']","Mar 28, 2017"
75,The Outer Worlds,85,27,8.2,622.0,M,Obsidian Entertainment,"['Role-Playing, Western-Style']","Oct 25, 2019"
76,F1 2016,85,14,7.9,41.0,E,Codemasters,"['Racing, Simulation, Automobile']","Aug 19, 2016"
77,Pro Evolution Soccer 2016,85,14,6.0,151.0,E,Konami,"['Sports, Team, Soccer, Sim']","Sep 15, 2015"
78,Pinball FX3,85,5,6.6,8.0,E10+,Zen Studios,"['Action, Pinball']","Sep 26, 2017"
79,LIMBO,85,5,8.0,80.0,T,PLAYDEAD,"['Action, Platformer, 2D']","Dec 5, 2014"
80,PlayerUnknown's Battlegrounds,85,9,5.0,140.0,T,"Bluehole, Inc.","['Action, Shooter, First-Person, Tactical']","Sep 4, 2018"
81,Life is Strange,85,4,8.5,249.0,M,DONTNOD Entertainment,"['Sci-Fi, Action Adventure, General']","Oct 20, 2015"
82,Monster Boy and the Cursed Kingdom,85,12,7.9,27.0,E10+,FDG Entertainment,"['Action Adventure, General']","Dec 4, 2018"
83,Shadow Tactics: Blades of the Shogun,85,6,7.7,23.0,M,Mimimi Productions,"['Strategy, Real-Time, Tactics']","Aug 1, 2017"
84,Trials Rising,85,15,5.2,45.0,T,RedLynx,"['Racing, Arcade, Automobile']","Feb 26, 2019"
85,NBA 2K18,85,16,1.5,173.0,E10+,2K Games,"['Sports, Team, Basketball, Sim']","Sep 15, 2017"
86,Project CARS 2,84,22,5.7,68.0,E,"Bandai Namco Games, Slightly Mad Studios","['Racing, Simulation, Automobile']","Sep 22, 2017"
87,Velocity 2X,84,6,7.3,18.0,E10+,FuturLab,"[""Action, General, Shooter, Shoot-'Em-Up, Vertical""]","Aug 19, 2015"
88,Rare Replay,84,75,8.0,353.0,M,"Rare Ltd., Code Mystics Inc.","['Miscellaneous, Compilation']","Aug 4, 2015"
89,Prey,84,22,7.8,273.0,M,Arkane Studios,"['General, Action, Shooter, First-Person, Arcade']","May 5, 2017"
90,Gears 5,84,89,8.4,2456.0,M,The Coalition,"['Action, Shooter, Third-Person, Arcade']","Sep 6, 2019"
91,Gears of War 4,84,99,7.0,1322.0,M,The Coalition,"['Action, Sci-Fi, Third-Person, Shooter, Arcade']","Oct 11, 2016"
92,Halo 5: Guardians,84,101,6.4,2950.0,T,343 Industries,"['Shooter, Sci-Fi, Sci-Fi, Action, Shooter, First-Person, Arcade']","Oct 27, 2015"
93,Terraria,84,5,7.8,39.0,T,"Engine Software, Pipeworks Software, Inc.","['Action, Action Adventure, Platformer, Sandbox, 2D']","Nov 14, 2014"
94,F1 2017,84,17,7.3,33.0,E,Codemasters,"['Racing, Simulation, Automobile']","Aug 25, 2017"
95,F1 2018,84,18,8.0,33.0,E,Codemasters,"['Racing, Simulation, Automobile']","Aug 24, 2018"
96,Battle Chasers: Nightwar,84,8,6.8,44.0,T,Airship Syndicate Entertainment,"['Role-Playing, Action RPG, Japanese-Style']","Oct 3, 2017"
97,The Missing: JJ Macfield and the Island of Memories,84,8,6.8,12.0,M,White Owls,"['Action, General']","Oct 11, 2018"
98,The Banner Saga 2,84,8,7.6,26.0,T,"Stoic Jester Studios, Stoic","['Strategy, Turn-Based, Tactics']","Jul 1, 2016"
99,EVERSPACE,84,6,5.9,19.0,T,ROCKFISH Games,"['Action, Simulation, Action Adventure, General, Space, Open-World, Combat']","Sep 23, 2016"
100,The Jackbox Party Pack 4,84,5,,,T,"Jackbox Games, Inc.","['Miscellaneous, Party / Minigame']","Oct 20, 2017"
101,Dishonored: Death of the Outsider,84,16,6.3,51.0,M,Arkane Studios,"['Action Adventure, General']","Sep 15, 2017"
102,Two Point Hospital,84,14,6.1,20.0,E10+,Two Point Studios,"['Simulation, Virtual, Career']","Feb 25, 2020"
103,Bloodstained: Ritual of the Night,84,11,7.8,95.0,T,ArtPlay,"['Action, Platformer, 2D, Role-Playing, Action RPG']","Jun 18, 2019"
104,Metro Redux,84,19,7.9,229.0,M,4A Games,"['Action, Miscellaneous, Shooter, Compilation, First-Person, Sci-Fi']","Aug 26, 2014"
105,Race The Sun,84,4,7.4,5.0,E,Flippfly,"['Action, Arcade']","Apr 21, 2017"
106,Moonlighter,84,7,7.4,51.0,E10+,"11 bit studios, Digital Sun","['Role-Playing, Action RPG']","May 29, 2018"
107,FAR: Lone Sails,84,6,4.3,7.0,E,Okomotive,"['Action, Platformer, 2D']","Apr 2, 2019"
108,Yooka-Laylee and the Impossible Lair,84,14,6.5,42.0,E,Playtonic Games,"['Action, Platformer, 2D']","Oct 8, 2019"
109,Assault Android Cactus,84,7,5.4,12.0,E10+,Witch Beam,"[""Action, Shooter, Shoot-'Em-Up, Top-Down""]","Nov 7, 2017"
110,Control,84,31,7.2,238.0,M,"Remedy Entertainment, 505 Games","['Action Adventure, General']","Aug 27, 2019"
111,FIFA 16,84,45,4.4,477.0,E,EA Sports,"['Sports, Team, Soccer, Sim']","Sep 22, 2015"
112,Rogue Legacy,84,6,7.3,14.0,E10+,Cellar Door Games,"['Action, Platformer, 2D']","May 27, 2015"
113,Final Fantasy XV,83,13,7.7,682.0,T,Square Enix,"['Action RPG, Role-Playing, Action RPG']","Nov 29, 2016"
114,FIFA 18,83,21,3.1,204.0,E,EA Vancouver,"['Sports, Team, Soccer, Sim']","Sep 26, 2017"
115,Overcooked! 2,83,14,5.6,21.0,E,Ghost Town Games Ltd.,"['Action, Arcade']","Aug 7, 2018"
116,Sonic Mania,83,17,7.4,178.0,E,"SegaSoft, Sega, PagodaWest Games","['Action, Platformer, 2D']","Aug 15, 2017"
117,Bayonetta & Vanquish,83,10,7.8,95.0,M,PlatinumGames,"['Miscellaneous, Compilation']","Feb 18, 2020"
118,Wreckfest,83,21,6.4,63.0,T,Bugbear,"['Racing, General, Arcade, Automobile']","Aug 26, 2019"
119,Forgotton Anne,83,11,6.1,22.0,E10+,Throughline Games,"['Adventure, General']","May 15, 2018"
120,Madden NFL 17,83,30,5.3,58.0,E,EA Sports,"['Sports, Team, Football, Sim']","Aug 23, 2016"
121,SteamWorld Dig,83,8,7.8,17.0,E10+,Image & Form,"['Action, Action Adventure, General, Platformer, 2D']","Jun 5, 2015"
122,Battlefield 1: They Shall Not Pass,83,6,6.9,16.0,M,EA DICE,"['Action, Shooter, First-Person, Tactical']","Mar 14, 2017"
123,theHunter: Call of the Wild,83,5,7.5,16.0,T,THQ Nordic,"['Sports, Individual, Nature, Hunting']","Oct 2, 2017"
124,Baldur's Gate and Baldur's Gate II: Enhanced Editions,83,5,,,T,Beamdog,"['Miscellaneous, Compilation']","Oct 15, 2019"
125,Deus Ex: Mankind Divided,83,18,7.5,239.0,M,Eidos Montreal,"['Action Adventure, General']","Aug 23, 2016"
126,Castle Crashers Remastered,83,16,7.6,42.0,T,The Behemoth,"[""Action, Beat-'Em-Up, 2D""]","Sep 9, 2015"
127,ABZU,83,6,7.2,31.0,E,Giant Squid,"['Adventure, 3D, Third-Person']","Dec 6, 2016"
128,Bastion,83,4,8.0,7.0,E10+,Supergiant Games,"['Role-Playing, Action RPG']","Dec 12, 2016"
129,Crypt of the NecroDancer,83,6,7.6,5.0,T,Brace Yourself Games,"['Role-Playing, General, Action RPG']","Feb 10, 2017"
130,SUPERHOT,83,18,7.9,89.0,T,SUPERHOT,"['Modern, Action, Shooter, First-Person, Tactical']","May 3, 2016"
131,Natsuki Chronicles,83,4,8.8,4.0,E10+,Qute,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","Dec 25, 2019"
132,A Plague Tale: Innocence,83,22,8.4,226.0,M,Asobo Studio,"['Action Adventure, General, Linear']","May 14, 2019"
133,Spyro Reignited Trilogy,83,19,7.1,130.0,E10+,"Activision, Toys for Bob","['Miscellaneous, Compilation']","Nov 13, 2018"
134,FIFA 19,83,25,2.1,220.0,E,EA Sports,"['Sports, Team, Soccer, Sim']","Sep 25, 2018"
135,Owlboy,83,12,6.3,19.0,E10+,BlitWorks,"['Action Adventure, General']","Apr 10, 2018"
136,Warhammer: Vermintide 2,83,15,5.6,14.0,M,Fatshark AB,"['Action, Shooter, First-Person, Arcade']","Jul 11, 2018"
137,Quiplash,83,4,7.4,9.0,T,"Jackbox Games, Inc.","['Miscellaneous, Trivia / Game Show']","Jun 30, 2015"
138,Batman: The Telltale Series - Episode 2: Children of Arkham,83,8,6.6,14.0,M,Telltale Games,"['Adventure, Point-and-Click']","Sep 20, 2016"
139,Don Bradman Cricket 17,83,4,7.5,21.0,E,Big Ant Studios,"['Sports, Team, Cricket']","Dec 15, 2016"
140,Chess Ultra,83,4,,,E,Ripstone,"['Miscellaneous, Board / Card Game']","Jun 23, 2017"
141,SOMA,82,14,8.2,30.0,M,Frictional Games,"['Action Adventure, Survival']","Dec 1, 2017"
142,Gears of War: Ultimate Edition,82,74,7.6,673.0,M,"Splash Damage, The Coalition","['Action, Shooter, Third-Person, Arcade']","Aug 25, 2015"
143,Super Hydorah,82,7,6.4,7.0,T,Locomalito,"[""Action, Shooter, Shoot-'Em-Up, Horizontal""]","Sep 20, 2017"
144,The Sexy Brutale,82,13,7.1,13.0,T,"Abstraction Games, Tequila Works, Cavalier Game Studios","['Adventure, General']","Apr 11, 2017"
145,Child of Light,82,32,7.7,270.0,E10+,Ubisoft Montreal,"['Action, General, General, Role-Playing, General']","Apr 30, 2014"
146,Shadow of the Tomb Raider,82,56,7.3,455.0,M,Eidos Montreal,"['Action Adventure, General']","Sep 12, 2018"
147,Forza Horizon 2: Storm Island,82,19,7.5,91.0,E10+,Playground Games,"['Driving, GT / Street, Racing, Simulation, Automobile']","Dec 16, 2014"
148,Geometry Wars 3: Dimensions,82,27,7.7,40.0,E,Lucid Games,"[""Action, Shooter, Static, Shoot-'Em-Up, Top-Down""]","Nov 26, 2014"
149,RiME,82,18,7.4,73.0,E10+,Tequila Works,"['Action, Adventure, General, 3D, Third-Person']","May 26, 2017"
150,NHL 19,82,20,6.1,51.0,E10+,EA Sports,"['Sports, Team, Ice Hockey, Sim']","Sep 11, 2018"
151,Operencia: The Stolen Sun,82,15,7.1,31.0,T,Zen Studios,"['Role-Playing, Action RPG']","Mar 29, 2019"
152,Blazing Chrome,82,8,7.7,20.0,T,JoyMasher,"['Action, Platformer, 2D']","Jul 11, 2019"
153,Lovers in a Dangerous Spacetime,82,27,7.2,31.0,E10+,Asteroid Base,"[""Platformer, 2D, Action, Shooter, Shoot-'Em-Up, Horizontal""]","Sep 9, 2015"
154,World of Warships: Legends,82,5,8.4,35.0,T,Wargaming.net,"['Simulation, Marine, Combat']","Apr 16, 2019"
155,Borderlands 3,82,25,5.3,408.0,M,Gearbox Software,"['Action, Shooter, First-Person, Arcade']","Sep 13, 2019"
156,Tales From The Borderlands: Episode 1 - Zer0 Sum,82,8,8.1,61.0,M,Telltale Games,"['Miscellaneous, General, Adventure, General']","Nov 26, 2014"
157,Hand of Fate 2,82,7,7.9,15.0,T,Defiant Development,"['Miscellaneous, Board / Card Game']","Dec 1, 2017"
158,SNK 40th Anniversary Collection,82,9,,,T,SNK,"['Miscellaneous, Compilation']","May 3, 2019"
159,AVICII Invector,82,12,7.2,9.0,T,Wired Productions,"['Action, Rhythm, Music']","Dec 10, 2019"
160,Borderlands 3: Moxxi's Heist of the Handsome Jackpot,82,4,5.0,5.0,M,Gearbox Software,"['Action, Shooter, First-Person, Arcade']","Dec 19, 2019"
161,Far Cry 5,82,32,6.7,382.0,M,Ubisoft Montreal,"['Action, Shooter, First-Person, Arcade']","Mar 27, 2018"
162,The Evil Within 2,82,24,9.1,632.0,M,Tango Gameworks,"['Action Adventure, Survival']","Oct 13, 2017"
163,Pro Evolution Soccer 2019,82,12,6.5,55.0,E,Konami,"['Sports, Team, Soccer, Sim']","Aug 28, 2018"
164,The Elder Scrolls V: Skyrim Special Edition,82,24,7.5,237.0,M,Bethesda Game Studios,"['Role-Playing, Western-Style']","Oct 28, 2016"
165,DiRT Rally 2.0,82,21,7.0,41.0,E,Codemasters,"['Racing, Simulation, Automobile']","Feb 26, 2019"
166,Pro Evolution Soccer 2018,82,11,6.3,45.0,E,Konami,"['Sports, Team, Soccer, Sim']","Sep 12, 2017"
167,NBA 2K15,82,9,6.2,101.0,E,Visual Concepts,"['Sports, Traditional, Team, Basketball, Sim']","Oct 7, 2014"
168,So Many Me,82,4,6.3,29.0,E,Extend Studio,"['Puzzle, Action']","Jul 16, 2015"
169,Streets of Rogue,82,5,,,E10+,tinyBuild,"['Role-Playing, Action RPG']","Jul 12, 2019"
170,Madden NFL 18,82,22,4.3,55.0,E,EA Sports,"['Sports, Team, Football, Sim']","Aug 22, 2017"
171,Dauntless,82,7,4.1,33.0,T,Phoenix Labs,"['Role-Playing, Action RPG']","May 21, 2019"
172,Kalimba,81,26,7.4,34.0,E,Press Play,"['Action, General']","Dec 17, 2014"
173,Tekken 7,81,16,6.4,123.0,T,Bandai Namco Games,"['Action, Fighting, 3D']","Jun 2, 2017"
174,Brothers: A Tale of Two Sons,81,6,8.2,63.0,T,Starbreeze,"['Action Adventure, Linear']","Aug 12, 2015"
175,Battlefield 4,81,5,6.7,528.0,M,EA DICE,"['Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade']","Nov 19, 2013"
176,The Elder Scrolls Online: Summerset,81,5,6.4,9.0,M,ZeniMax Media,"['Role-Playing, Massively Multiplayer']","Jun 5, 2018"
177,Super Mega Baseball 2,81,21,7.1,22.0,E,Metalhead Software,"['Sports, Team, Baseball, Arcade']","May 1, 2018"
178,World of Final Fantasy Maxima,81,9,7.8,17.0,E10+,Square Enix,"['Role-Playing, Japanese-Style']","Nov 6, 2018"
179,Call of Duty: Advanced Warfare,81,53,5.5,921.0,M,Sledgehammer Games,"['Action, Shooter, First-Person, Modern, Arcade']","Nov 3, 2014"
180,Star Wars Jedi: Fallen Order,81,33,8.2,573.0,T,Respawn Entertainment,"['Action, Action Adventure, General']","Nov 15, 2019"
181,Unravel Two,81,23,7.3,39.0,E,Coldwood Interactive,"['Action, Platformer, 2D']","Jun 9, 2018"
182,Underhero,81,4,,,T,Paper Castle Games,"['Action, Platformer, 2D']","Feb 14, 2020"
183,Life is Strange: Before the Storm - Episode 3: Hell is Empty,81,10,7.7,20.0,M,Deck Nine Games,"['Action Adventure, General']","Dec 20, 2017"
184,Untitled Goose Game,81,5,6.7,26.0,E,House House,"['Simulation, General']","Dec 17, 2019"
185,Guitar Hero Live,81,21,5.1,76.0,T,FreeStyleGames,"['Action, Rhythm, Music']","Oct 20, 2015"
186,Batman: The Enemy Within - Episode 4: What Ails You,81,6,5.5,12.0,M,Telltale Games,"['Adventure, Point-and-Click']","Jan 22, 2018"
187,Sunset Overdrive,81,89,7.8,1357.0,M,Insomniac Games,"['General, Action, General, Shooter, Third-Person, Arcade']","Oct 28, 2014"
188,Watch Dogs 2,81,11,7.4,256.0,M,Ubisoft Montreal,"['Action Adventure, Open-World']","Nov 15, 2016"
189,Madden NFL 19,81,21,3.0,88.0,E,EA Tiburon,"['Sports, Team, Football, Sim']","Aug 10, 2018"
190,Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,81,5,,,T,Beamdog,"['Miscellaneous, Compilation']","Oct 15, 2019"
191,Hidden Through Time,81,6,6.2,5.0,E,Crazy Monkey Studios,"['Puzzle, General']","Mar 12, 2020"
192,Middle-earth: Shadow of War,81,38,4.0,348.0,M,Monolith Productions,"['Action Adventure, Open-World']","Oct 10, 2017"
193,Stellaris: Console Edition,81,7,7.3,18.0,E10+,Paradox Development Studio,"['Strategy, Real-Time, General']","Feb 26, 2019"
194,Awesomenauts Assemble!,81,7,7.2,5.0,T,"Abstraction Games, Ronimo Games","['Strategy, Real-Time, MOBA']","Sep 7, 2016"
195,Pinball FX3: Jurassic World Pinball,81,5,,,E10+,Zen Studios,"['Action, Pinball']","Feb 20, 2018"
196,Laser League,81,11,7.3,12.0,E10+,roll7,"['Sports, Team, Futuristic']","May 10, 2018"
197,Project CARS,81,16,5.8,151.0,E,Slightly Mad Studios,"['Driving, Racing, Simulation, General, Automobile']","May 12, 2015"
198,Valiant Hearts: The Great War,81,16,8.1,195.0,T,Ubisoft Montpellier,"['Platformer, 2D, Action, Platformer, 2D']","Jun 25, 2014"
199,Maldita Castilla EX: Cursed Castilla,81,12,7.8,33.0,T,Locomalito,"['Action, Platformer, 2D']","Jul 20, 2016"
200,Remnant: From the Ashes,81,13,7.3,92.0,M,Gunfire Games,"['Action, Shooter, Third-Person, Arcade']","Aug 20, 2019"
201,Cities: Skylines - Xbox One Edition,81,30,6.3,62.0,E,Tantalus,"['Strategy, Management, Government']","Apr 21, 2017"
202,Ys Origin,81,14,6.9,14.0,T,Falcom,"['Role-Playing, Action RPG']","Apr 11, 2018"
203,Aragami: Shadow Edition,81,8,5.3,7.0,M,Lince Works,"['Action Adventure, General']","Jun 5, 2018"
204,Enigmatis 2: The Mists of Ravenwood,81,5,,,T,Artifex Mundi,"['Puzzle, Hidden Object']","Nov 25, 2016"
205,GRIDD: Retroenhanced,81,5,,,E10+,Kongregate,"['Action, Shooter, Rail']","Jul 26, 2017"
206,Sniper Elite 4,81,18,7.3,69.0,M,Rebellion,"['Action, Shooter, First-Person, Tactical']","Feb 14, 2017"
207,Halo Wars: Definitive Edition,81,9,7.5,87.0,T,"Microsoft Game Studios, Microsoft","['Strategy, Real-Time, General']","Feb 21, 2017"
208,Subnautica,81,9,8.1,40.0,E10+,Unknown Worlds Entertainment,"['Adventure, General']","Dec 4, 2018"
209,Call of Duty: Modern Warfare,80,22,3.6,1182.0,M,Infinity Ward,"['Action, Shooter, First-Person, Arcade']","Oct 25, 2019"
210,Pac-Man 256,80,10,7.3,6.0,E,HIPSTER WHALE,"['Action, General, Arcade']","Jun 21, 2016"
